Gene stable ID,Gene name,Human gene name,Human homology type
ENSMFAG00000055975,Metazoa_SRP,,
ENSMFAG00000038683,TMCO2,TMCO2,ortholog_one2one
ENSMFAG00000055877,,,
ENSMFAG00000038066,,FCGR2B,ortholog_many2many
ENSMFAG00000038066,,FCGR2A,ortholog_many2many
ENSMFAG00000038066,,FCGR2C,ortholog_many2many
ENSMFAG00000034130,PHC3,PHC3,ortholog_one2one
ENSMFAG00000038084,CIMAP3,CIMAP3,ortholog_one2one
ENSMFAG00000002526,PARP1,PARP1,ortholog_one2one
ENSMFAG00000059534,,,
ENSMFAG00000064050,,OR2T33,ortholog_many2many
ENSMFAG00000064050,,OR2T12,ortholog_many2many
ENSMFAG00000064050,,OR2T8,ortholog_many2many
ENSMFAG00000048595,,,
ENSMFAG00000034151,ATP2B2,ATP2B2,ortholog_one2one
ENSMFAG00000063124,S100A4,S100A4,ortholog_one2one
ENSMFAG00000055946,,,
ENSMFAG00000050826,Metazoa_SRP,,
ENSMFAG00000064167,,,
ENSMFAG00000055776,Metazoa_SRP,,
ENSMFAG00000060080,,,
ENSMFAG00000036375,NCF2,NCF2,ortholog_one2one
ENSMFAG00000020196,OR2W3,OR2W3,ortholog_one2one
ENSMFAG00000048784,,,
ENSMFAG00000038669,KDM4A,KDM4A,ortholog_one2one
ENSMFAG00000000910,IGSF3,IGSF3,ortholog_one2one
ENSMFAG00000046115,S100A5,S100A5,ortholog_one2one
ENSMFAG00000001299,RLF,RLF,ortholog_one2one
ENSMFAG00000062077,,,
ENSMFAG00000037093,TPRG1L,TPRG1L,ortholog_one2one
ENSMFAG00000045739,ANKRD28,ANKRD28,ortholog_one2one
ENSMFAG00000058777,U1,,
ENSMFAG00000061989,TRIM58,TRIM58,ortholog_one2one
ENSMFAG00000065166,U1,RNU1-2,ortholog_one2one
ENSMFAG00000050751,ACKR1,ACKR1,ortholog_one2one
ENSMFAG00000005378,SCARNA3,SCARNA3,ortholog_one2one
ENSMFAG00000062973,,,
ENSMFAG00000011881,U7,RNU7-8P,ortholog_one2one
ENSMFAG00000039131,CD55,CD55,ortholog_one2one
ENSMFAG00000054552,U1,,
ENSMFAG00000050150,U1,,
ENSMFAG00000005939,Y_RNA,,
ENSMFAG00000032857,,S100A6,ortholog_one2one
ENSMFAG00000056017,U1,RNU1-5P,ortholog_many2many
ENSMFAG00000056017,U1,RNU1-6P,ortholog_many2many
ENSMFAG00000056017,U1,U1,ortholog_many2many
ENSMFAG00000061100,,H3-5,ortholog_one2one
ENSMFAG00000016125,Metazoa_SRP,,
ENSMFAG00000008707,U6,,
ENSMFAG00000057563,,,
ENSMFAG00000050686,,,
ENSMFAG00000033300,RBMS3,RBMS3,ortholog_one2one
ENSMFAG00000054993,U3,,
ENSMFAG00000052714,,,ortholog_one2many
ENSMFAG00000054604,U1,RNU1-5P,ortholog_many2many
ENSMFAG00000054604,U1,RNU1-6P,ortholog_many2many
ENSMFAG00000054604,U1,U1,ortholog_many2many
ENSMFAG00000011805,U7,U7,ortholog_one2one
ENSMFAG00000033601,PIGK,PIGK,ortholog_one2one
ENSMFAG00000044331,OR11L1,OR11L1,ortholog_one2one
ENSMFAG00000052206,,,
ENSMFAG00000035398,STUM,STUM,ortholog_one2one
ENSMFAG00000060985,U1,,
ENSMFAG00000054730,U1,,
ENSMFAG00000049906,,,
ENSMFAG00000060139,,,
ENSMFAG00000059665,,,
ENSMFAG00000051118,,,
ENSMFAG00000053227,Metazoa_SRP,RN7SL716P,ortholog_one2one
ENSMFAG00000061166,U1,,
ENSMFAG00000062981,OR9H1P,OR9H1,ortholog_one2one
ENSMFAG00000036907,,PTPRF,ortholog_one2one
ENSMFAG00000003339,CHIA,CHIA,ortholog_one2one
ENSMFAG00000047816,,,
ENSMFAG00000024756,CADM3,CADM3,ortholog_one2one
ENSMFAG00000042899,CD58,CD58,ortholog_one2one
ENSMFAG00000059556,U1,RNU1-1,ortholog_one2many
ENSMFAG00000055691,,,
ENSMFAG00000030675,KIFAP3,KIFAP3,ortholog_one2one
ENSMFAG00000041946,OR1C1,OR1C1,ortholog_one2one
ENSMFAG00000049134,,,
ENSMFAG00000050003,,,
ENSMFAG00000038571,,EFCAB14,ortholog_one2many
ENSMFAG00000041884,ST6GALNAC5,ST6GALNAC5,ortholog_one2one
ENSMFAG00000035876,ITPKB,ITPKB,ortholog_one2one
ENSMFAG00000056574,U6,RNU6-315P,ortholog_one2one
ENSMFAG00000041804,,,
ENSMFAG00000060769,OR14K1,OR14K1,ortholog_one2one
ENSMFAG00000053296,,,
ENSMFAG00000045741,HJV,HJV,ortholog_one2one
ENSMFAG00000012241,U7,,
ENSMFAG00000040580,PAPPA2,PAPPA2,ortholog_one2one
ENSMFAG00000052980,OR14A2,OR14A2,ortholog_one2one
ENSMFAG00000055624,,,
ENSMFAG00000039614,,ADA,ortholog_one2many
ENSMFAG00000036678,ARPC5,ARPC5,ortholog_one2one
ENSMFAG00000062900,ZBED2,ZBED2,ortholog_one2one
ENSMFAG00000054925,OR6F1,OR6F1,ortholog_one2one
ENSMFAG00000031664,MSTO1,MSTO1,ortholog_one2one
ENSMFAG00000063806,,,
ENSMFAG00000053714,,,
ENSMFAG00000000314,,,
ENSMFAG00000046116,,,
ENSMFAG00000043175,FCGR3A,FCGR3A,ortholog_many2many
ENSMFAG00000043175,FCGR3A,FCGR3B,ortholog_many2many
ENSMFAG00000057839,,,
ENSMFAG00000022290,Metazoa_SRP,RN7SL44P,ortholog_one2one
ENSMFAG00000040493,U6,RNU6-161P,ortholog_one2one
ENSMFAG00000026603,OR13G1,OR13G1,ortholog_one2one
ENSMFAG00000055824,,,
ENSMFAG00000043348,HYI,HYI,ortholog_one2one
ENSMFAG00000060751,,,
ENSMFAG00000033487,CATSPERE,CATSPERE,ortholog_one2one
ENSMFAG00000046327,TXNIP,TXNIP,ortholog_one2one
ENSMFAG00000054654,,,
ENSMFAG00000058378,,,
ENSMFAG00000031835,AIM2,AIM2,ortholog_one2one
ENSMFAG00000042910,PRKCI,PRKCI,ortholog_one2one
ENSMFAG00000060693,,,
ENSMFAG00000053743,,,
ENSMFAG00000065826,,,
ENSMFAG00000060953,,S100A7A,ortholog_one2many
ENSMFAG00000034535,,,
ENSMFAG00000011957,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000038282,ST6GALNAC3,ST6GALNAC3,ortholog_one2one
ENSMFAG00000029038,PPT1,PPT1,ortholog_one2one
ENSMFAG00000058716,U6,RNU6-817P,ortholog_one2one
ENSMFAG00000039810,ALDH1L1,ALDH1L1,ortholog_one2one
ENSMFAG00000000107,PSEN2,PSEN2,ortholog_one2one
ENSMFAG00000001986,CD96,CD96,ortholog_one2one
ENSMFAG00000056426,U6,RNU6-481P,ortholog_one2one
ENSMFAG00000036788,,,
ENSMFAG00000001219,POLR3GL,POLR3GL,ortholog_one2one
ENSMFAG00000049823,,,
ENSMFAG00000056090,GCSAML,GCSAML,ortholog_one2one
ENSMFAG00000060954,,,
ENSMFAG00000002258,,,
ENSMFAG00000063928,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000053450,,,
ENSMFAG00000047940,Metazoa_SRP,,
ENSMFAG00000000103,CFAP126,CFAP126,ortholog_one2one
ENSMFAG00000037152,CHI3L2,CHI3L2,ortholog_one2one
ENSMFAG00000044899,ASB17,ASB17,ortholog_one2one
ENSMFAG00000029702,,,
ENSMFAG00000029995,SKIL,SKIL,ortholog_one2one
ENSMFAG00000062422,,,
ENSMFAG00000032110,RGL1,RGL1,ortholog_one2one
ENSMFAG00000045043,COQ8A,COQ8A,ortholog_one2one
ENSMFAG00000014051,Metazoa_SRP,RN7SL715P,ortholog_one2one
ENSMFAG00000034219,ATP1A1,ATP1A1,ortholog_one2one
ENSMFAG00000033466,,S100A7A,ortholog_one2many
ENSMFAG00000050371,ANKRD34A,ANKRD34A,ortholog_one2one
ENSMFAG00000039668,,,
ENSMFAG00000055683,Metazoa_SRP,,
ENSMFAG00000046003,,NBPF3,ortholog_one2many
ENSMFAG00000064805,,,
ENSMFAG00000056705,OR2C3,OR2C3,ortholog_one2one
ENSMFAG00000039763,TEX38,TEX38,ortholog_one2one
ENSMFAG00000040128,CLDN11,CLDN11,ortholog_one2one
ENSMFAG00000008963,Metazoa_SRP,RN7SL130P,ortholog_one2one
ENSMFAG00000029820,OR2B11,OR2B11,ortholog_one2one
ENSMFAG00000031809,LIX1L,LIX1L,ortholog_one2one
ENSMFAG00000041789,IFI16,IFI16,ortholog_one2one
ENSMFAG00000039568,S100A8,S100A8,ortholog_one2one
ENSMFAG00000038806,MSH4,MSH4,ortholog_one2one
ENSMFAG00000055193,U7,RNU7-123P,ortholog_one2one
ENSMFAG00000031018,LRP8,LRP8,ortholog_one2one
ENSMFAG00000042114,SDHC,SDHC,ortholog_one2one
ENSMFAG00000047772,,,
ENSMFAG00000063241,,,
ENSMFAG00000005068,U6,RNU6-1284P,ortholog_one2one
ENSMFAG00000032560,SLC7A14,SLC7A14,ortholog_one2one
ENSMFAG00000015006,Y_RNA,,
ENSMFAG00000016890,MIR885,MIR885,ortholog_one2one
ENSMFAG00000033114,S100A12,S100A12,ortholog_one2one
ENSMFAG00000003296,,,
ENSMFAG00000030680,CR2,CR2,ortholog_one2one
ENSMFAG00000032003,MOB3C,MOB3C,ortholog_one2one
ENSMFAG00000036723,MEGF6,MEGF6,ortholog_one2one
ENSMFAG00000049970,,,
ENSMFAG00000033539,BTD,BTD,ortholog_one2one
ENSMFAG00000052657,,,
ENSMFAG00000019261,Metazoa_SRP,RN7SL269P,ortholog_one2one
ENSMFAG00000057997,Metazoa_SRP,,
ENSMFAG00000045376,RBM8A,RBM8A,ortholog_one2one
ENSMFAG00000045130,S100A9,S100A9,ortholog_one2one
ENSMFAG00000036546,DENND2D,DENND2D,ortholog_one2one
ENSMFAG00000063985,,,
ENSMFAG00000057912,,,
ENSMFAG00000016006,SLC35G2,SLC35G2,ortholog_one2one
ENSMFAG00000038424,NLRP3,NLRP3,ortholog_one2one
ENSMFAG00000004239,C3orf33,C3orf33,ortholog_one2one
ENSMFAG00000054203,Metazoa_SRP,,
ENSMFAG00000049493,APOBEC4,APOBEC4,ortholog_one2one
ENSMFAG00000038829,NTMT2,NTMT2,ortholog_one2one
ENSMFAG00000001759,MPZ,MPZ,ortholog_one2one
ENSMFAG00000061725,,,
ENSMFAG00000001084,NECTIN3,NECTIN3,ortholog_one2one
ENSMFAG00000053966,,,
ENSMFAG00000054489,,,
ENSMFAG00000002961,PGLYRP4,PGLYRP4,ortholog_one2one
ENSMFAG00000041093,,,
ENSMFAG00000000883,PYHIN1,PYHIN1,ortholog_one2one
ENSMFAG00000001853,GORAB,GORAB,ortholog_one2one
ENSMFAG00000034176,SLC6A11,SLC6A11,ortholog_one2one
ENSMFAG00000035164,,,
ENSMFAG00000052603,U3,U3,ortholog_one2one
ENSMFAG00000002743,SZT2,SZT2,ortholog_one2one
ENSMFAG00000057969,SLC33A1,SLC33A1,ortholog_one2one
ENSMFAG00000014239,Y_RNA,Y_RNA,ortholog_one2many
ENSMFAG00000003043,ASTN1,ASTN1,ortholog_one2one
ENSMFAG00000055960,,,
ENSMFAG00000052735,PEX11B,PEX11B,ortholog_one2one
ENSMFAG00000064812,U6,RNU6-160P,ortholog_one2one
ENSMFAG00000044882,NCK1,NCK1,ortholog_one2one
ENSMFAG00000065702,,,
ENSMFAG00000042466,MAB21L3,MAB21L3,ortholog_one2one
ENSMFAG00000064046,OR6N2,OR6N2,ortholog_one2one
ENSMFAG00000035433,ZNF496,ZNF496,ortholog_one2one
ENSMFAG00000000787,COLGALT2,COLGALT2,ortholog_one2one
ENSMFAG00000040293,PGLYRP3,PGLYRP3,ortholog_one2one
ENSMFAG00000044191,CEPT1,CEPT1,ortholog_one2one
ENSMFAG00000036663,CAP1,,
ENSMFAG00000041383,RPL22L1,RPL22L1,ortholog_one2one
ENSMFAG00000026976,MKNK1,MKNK1,ortholog_one2one
ENSMFAG00000030092,U1,RNU1-30P,ortholog_one2one
ENSMFAG00000040062,,ITGB3BP,ortholog_one2one
ENSMFAG00000064922,OR6N1,OR6N1,ortholog_one2one
ENSMFAG00000050061,PRRX1,PRRX1,ortholog_one2one
ENSMFAG00000050018,U6,,
ENSMFAG00000063228,,,
ENSMFAG00000052473,,,
ENSMFAG00000042672,SLC22A15,SLC22A15,ortholog_one2one
ENSMFAG00000031112,DAP3,DAP3,ortholog_one2one
ENSMFAG00000054265,,,
ENSMFAG00000057384,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000050577,OR6K6,OR6K6,ortholog_one2one
ENSMFAG00000045437,IL20RB,IL20RB,ortholog_one2one
ENSMFAG00000036131,CDC42BPA,CDC42BPA,ortholog_one2one
ENSMFAG00000052453,,,
ENSMFAG00000051597,,,
ENSMFAG00000039350,GMPS,GMPS,ortholog_one2one
ENSMFAG00000061643,,,
ENSMFAG00000054001,,,
ENSMFAG00000044188,,,
ENSMFAG00000032655,ACADM,ACADM,ortholog_one2one
ENSMFAG00000029238,SOX14,SOX14,ortholog_one2one
ENSMFAG00000062396,,,
ENSMFAG00000060908,OR6K3,OR6K3,ortholog_one2one
ENSMFAG00000032595,EIF5A2,EIF5A2,ortholog_one2one
ENSMFAG00000053964,,,
ENSMFAG00000043233,,,
ENSMFAG00000041032,ZNF124,ZNF124,ortholog_one2one
ENSMFAG00000039666,,,
ENSMFAG00000057817,,,
ENSMFAG00000050556,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000036316,,HSPA8,ortholog_one2many
ENSMFAG00000012240,PRR9,PRR9,ortholog_one2one
ENSMFAG00000030870,,,
ENSMFAG00000004437,MROH9,MROH9,ortholog_one2one
ENSMFAG00000057471,,NHLH2,ortholog_one2one
ENSMFAG00000051953,,,
ENSMFAG00000003599,CR1,CR1,ortholog_one2one
ENSMFAG00000007438,SLC6A1,SLC6A1,ortholog_one2one
ENSMFAG00000014321,U1,RNU1-70P,ortholog_one2one
ENSMFAG00000058879,,,
ENSMFAG00000034241,HACL1,HACL1,ortholog_one2one
ENSMFAG00000043309,ITGA10,ITGA10,ortholog_one2one
ENSMFAG00000054646,,,
ENSMFAG00000064686,,,
ENSMFAG00000044667,NR1I3,NR1I3,ortholog_one2one
ENSMFAG00000041655,CLDN18,CLDN18,ortholog_one2one
ENSMFAG00000045855,LRIF1,LRIF1,ortholog_one2one
ENSMFAG00000048075,,,
ENSMFAG00000029972,SPTA1,SPTA1,ortholog_one2one
ENSMFAG00000042482,CASQ2,CASQ2,ortholog_one2one
ENSMFAG00000061490,,,
ENSMFAG00000003568,SLC41A3,SLC41A3,ortholog_one2one
ENSMFAG00000057316,U3,,
ENSMFAG00000003330,MFSD2A,MFSD2A,ortholog_one2one
ENSMFAG00000038078,SLC2A2,SLC2A2,ortholog_one2one
ENSMFAG00000039471,FMO3,FMO3,ortholog_one2one
ENSMFAG00000003888,,ZNF669,ortholog_one2many
ENSMFAG00000035446,,,
ENSMFAG00000065811,,,
ENSMFAG00000043324,ZCWPW2,ZCWPW2,ortholog_one2one
ENSMFAG00000036320,DPPA4,DPPA4,ortholog_one2one
ENSMFAG00000037321,TSEN15,TSEN15,ortholog_one2one
ENSMFAG00000057524,SPRR3,SPRR3,ortholog_one2one
ENSMFAG00000037311,ZNF670,ZNF670,ortholog_one2one
ENSMFAG00000027605,,,
ENSMFAG00000033160,,,
ENSMFAG00000044566,,DPPA2,ortholog_one2many
ENSMFAG00000041396,ALG6,ALG6,ortholog_one2one
ENSMFAG00000003501,,,
ENSMFAG00000061652,,IVL,ortholog_one2one
ENSMFAG00000041691,DZIP1L,DZIP1L,ortholog_one2one
ENSMFAG00000013052,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000032889,AZI2,AZI2,ortholog_one2one
ENSMFAG00000004130,U6,RNU6-1236P,ortholog_one2one
ENSMFAG00000000860,VANGL1,VANGL1,ortholog_one2one
ENSMFAG00000058771,,,
ENSMFAG00000005887,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000029184,SMCP,SMCP,ortholog_one2one
ENSMFAG00000052326,,,
ENSMFAG00000047437,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000055124,,,
ENSMFAG00000057296,,,
ENSMFAG00000062664,U7,,
ENSMFAG00000012085,Metazoa_SRP,RN7SL654P,ortholog_one2one
ENSMFAG00000045183,FMO2,FMO2,ortholog_one2one
ENSMFAG00000062321,,,
ENSMFAG00000031541,,,
ENSMFAG00000055674,Metazoa_SRP,,
ENSMFAG00000063746,,,
ENSMFAG00000044276,C3orf85,C3orf85,ortholog_one2one
ENSMFAG00000056927,,,
ENSMFAG00000052856,FOXD3,FOXD3,ortholog_one2one
ENSMFAG00000050433,U7,,
ENSMFAG00000032077,KCNAB1,KCNAB1,ortholog_one2one
ENSMFAG00000056854,LCE1F,LCE1E,ortholog_one2many
ENSMFAG00000004916,,,ortholog_one2one
ENSMFAG00000029625,MYCL,MYCL,ortholog_one2one
ENSMFAG00000045835,C1orf21,C1orf21,ortholog_one2one
ENSMFAG00000051858,Metazoa_SRP,,
ENSMFAG00000009110,Metazoa_SRP,RN7SL420P,ortholog_one2one
ENSMFAG00000054708,,LCE1B,ortholog_one2many
ENSMFAG00000054708,,LCE1C,ortholog_one2many
ENSMFAG00000035374,CMC1,CMC1,ortholog_one2one
ENSMFAG00000052885,,,
ENSMFAG00000052036,OR10Z1,OR10Z1,ortholog_one2one
ENSMFAG00000060447,NGF,NGF,ortholog_one2one
ENSMFAG00000047885,,,
ENSMFAG00000055625,,LCE1E,ortholog_one2many
ENSMFAG00000038279,ATG4C,ATG4C,ortholog_one2one
ENSMFAG00000054330,,,
ENSMFAG00000002919,CD53,CD53,ortholog_one2one
ENSMFAG00000065550,,,
ENSMFAG00000045471,KNCN,KNCN,ortholog_one2one
ENSMFAG00000013553,,LCE1E,ortholog_one2many
ENSMFAG00000020370,OR6Y1,OR6Y1,ortholog_one2one
ENSMFAG00000050226,,,
ENSMFAG00000053365,,,
ENSMFAG00000039698,TSPAN2,TSPAN2,ortholog_one2one
ENSMFAG00000002012,EOMES,EOMES,ortholog_one2one
ENSMFAG00000062723,,,
ENSMFAG00000045636,FMO1,FMO1,ortholog_one2one
ENSMFAG00000020408,,,
ENSMFAG00000060757,Metazoa_SRP,,
ENSMFAG00000032956,ADSS,ADSS2,ortholog_one2one
ENSMFAG00000064463,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000040261,ROPN1,ROPN1B,ortholog_one2many
ENSMFAG00000030336,HRH1,HRH1,ortholog_one2one
ENSMFAG00000058446,,,
ENSMFAG00000058045,,LCE1E,ortholog_one2many
ENSMFAG00000063954,,,
ENSMFAG00000023643,,,
ENSMFAG00000052922,,NBPF3,ortholog_one2many
ENSMFAG00000003460,MORC1,MORC1,ortholog_one2one
ENSMFAG00000056676,,,
ENSMFAG00000065755,KPRP,KPRP,ortholog_one2one
ENSMFAG00000030059,U1,RNU1-96P,ortholog_one2one
ENSMFAG00000001316,TRIT1,TRIT1,ortholog_one2one
ENSMFAG00000032349,EDEM3,EDEM3,ortholog_one2one
ENSMFAG00000016019,,,
ENSMFAG00000039039,OR10R2,OR10R2,ortholog_one2one
ENSMFAG00000037345,SPMIP3,SPMIP3,ortholog_one2one
ENSMFAG00000062416,,,
ENSMFAG00000000324,CR1L,CR1L,ortholog_one2one
ENSMFAG00000043702,,,
ENSMFAG00000053084,COLQ,COLQ,ortholog_one2one
ENSMFAG00000062642,,,
ENSMFAG00000000330,TSHB,TSHB,ortholog_one2one
ENSMFAG00000052374,,,
ENSMFAG00000057577,Metazoa_SRP,Metazoa_SRP,ortholog_one2one
ENSMFAG00000044778,OSBPL11,OSBPL11,ortholog_one2one
ENSMFAG00000021561,SNORD45B,SNORD45B,ortholog_one2one
ENSMFAG00000064099,,,
ENSMFAG00000043642,DBR1,DBR1,ortholog_one2one
ENSMFAG00000043334,OR10K2,OR10K2,ortholog_one2one
ENSMFAG00000021644,SNORD45A,SNORD45A,ortholog_one2one
ENSMFAG00000046153,FAAH,FAAH,ortholog_one2one
ENSMFAG00000063043,,,
ENSMFAG00000021604,SNORD45C,SNORD45C,ortholog_one2one
ENSMFAG00000035394,,,
ENSMFAG00000014940,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000059178,,,
ENSMFAG00000054616,,LCE2C,ortholog_one2many
ENSMFAG00000054616,,LCE2D,ortholog_one2many
ENSMFAG00000054616,,LCE2B,ortholog_one2many
ENSMFAG00000058133,,,
ENSMFAG00000056171,,,
ENSMFAG00000044310,,,
ENSMFAG00000032390,DOCK7,DOCK7,ortholog_one2one
ENSMFAG00000065744,,,
ENSMFAG00000034507,,NBPF3,ortholog_one2many
ENSMFAG00000043913,SYCP1,SYCP1,ortholog_one2one
ENSMFAG00000007623,KCNA3,KCNA3,ortholog_one2one
ENSMFAG00000009243,MIR488,MIR488,ortholog_one2one
ENSMFAG00000063982,,,
ENSMFAG00000058981,,,
ENSMFAG00000039273,TNIK,TNIK,ortholog_one2one
ENSMFAG00000036550,BRINP2,BRINP2,ortholog_one2one
ENSMFAG00000006562,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000058375,DMBX1,DMBX1,ortholog_one2one
ENSMFAG00000045763,AHCTF1,AHCTF1,ortholog_one2one
ENSMFAG00000020533,,NDUFB8,ortholog_one2many
ENSMFAG00000040779,ATG7,ATG7,ortholog_one2one
ENSMFAG00000044446,,YY1AP1,ortholog_one2many
ENSMFAG00000058462,,,
ENSMFAG00000033185,CD1E,CD1E,ortholog_one2one
ENSMFAG00000050928,Metazoa_SRP,,
ENSMFAG00000030062,,,
ENSMFAG00000000561,KCNA2,KCNA2,ortholog_one2one
ENSMFAG00000020841,Metazoa_SRP,RN7SL148P,ortholog_one2one
ENSMFAG00000065640,,,
ENSMFAG00000038111,SLC44A5,SLC44A5,ortholog_one2one
ENSMFAG00000020236,Metazoa_SRP,RN7SL110P,ortholog_one2one
ENSMFAG00000050320,Metazoa_SRP,,
ENSMFAG00000063497,,,
ENSMFAG00000040321,SNX4,SNX4,ortholog_one2one
ENSMFAG00000065033,SSR3,SSR3,ortholog_one2one
ENSMFAG00000003828,CD46,CD46,ortholog_one2one
ENSMFAG00000059908,SIKE1,SIKE1,ortholog_one2one
ENSMFAG00000016925,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000036590,EAF1,EAF1,ortholog_one2one
ENSMFAG00000030064,LCE5A,LCE5A,ortholog_one2one
ENSMFAG00000065061,,,
ENSMFAG00000060629,,,
ENSMFAG00000040538,SEC16B,SEC16B,ortholog_one2one
ENSMFAG00000041908,,BMP8B,ortholog_many2many
ENSMFAG00000041908,,BMP8A,ortholog_many2many
ENSMFAG00000052415,,,
ENSMFAG00000016078,KCNA10,KCNA10,ortholog_one2one
ENSMFAG00000032860,FMO4,FMO4,ortholog_one2one
ENSMFAG00000050774,U6,RNU6-28P,ortholog_one2one
ENSMFAG00000000748,SLC4A7,SLC4A7,ortholog_one2one
ENSMFAG00000040611,TIPARP,TIPARP,ortholog_one2one
ENSMFAG00000063696,,,
ENSMFAG00000039664,CRNN,CRNN,ortholog_one2one
ENSMFAG00000063894,,,
ENSMFAG00000048264,Metazoa_SRP,,
ENSMFAG00000047436,,,
ENSMFAG00000036117,ANKRD35,ANKRD35,ortholog_one2one
ENSMFAG00000029321,PROK1,PROK1,ortholog_one2one
ENSMFAG00000050337,U6,,
ENSMFAG00000031586,,OXCT2,ortholog_one2one
ENSMFAG00000063443,,,
ENSMFAG00000057269,,,
ENSMFAG00000037107,,FLG2,ortholog_one2one
ENSMFAG00000036603,NSUN4,NSUN4,ortholog_one2one
ENSMFAG00000000654,METTL6,METTL6,ortholog_one2one
ENSMFAG00000050050,Metazoa_SRP,,
ENSMFAG00000050889,,YY1AP1,ortholog_one2many
ENSMFAG00000052909,FLG,FLG,ortholog_one2one
ENSMFAG00000049232,Metazoa_SRP,,
ENSMFAG00000056605,U6,RNU6-637P,ortholog_one2one
ENSMFAG00000000197,,SZRD1,ortholog_one2one
ENSMFAG00000000519,PRRC2C,PRRC2C,ortholog_one2one
ENSMFAG00000042380,LAMTOR5,LAMTOR5,ortholog_one2one
ENSMFAG00000061561,,,
ENSMFAG00000064261,,,
ENSMFAG00000036859,ARMC8,ARMC8,ortholog_one2one
ENSMFAG00000047345,HRNR,HRNR,ortholog_one2one
ENSMFAG00000013716,TOMM40L,TOMM40L,ortholog_one2one
ENSMFAG00000058792,U6,RNU6-454P,ortholog_one2one
ENSMFAG00000031349,CD1B,CD1B,ortholog_one2one
ENSMFAG00000005956,Y_RNA,Y_RNA,ortholog_one2one
ENSMFAG00000032575,LEKR1,LEKR1,ortholog_one2one
ENSMFAG00000035390,NIBAN1,NIBAN1,ortholog_one2one
ENSMFAG00000054571,RPTN,RPTN,ortholog_one2one
ENSMFAG00000002082,PPIE,PPIE,ortholog_one2one
ENSMFAG00000055581,,,
ENSMFAG00000001990,PIAS3,PIAS3,ortholog_one2one
ENSMFAG00000003674,CSDE1,CSDE1,ortholog_one2one
ENSMFAG00000013235,Metazoa_SRP,,
ENSMFAG00000033261,AKT3,AKT3,ortholog_one2one
ENSMFAG00000016783,U6,RNU6-232P,ortholog_one2one
ENSMFAG00000013917,U6,,
ENSMFAG00000062882,SH3BP5,SH3BP5,ortholog_one2one
ENSMFAG00000009745,VGLL4,VGLL4,ortholog_one2one
ENSMFAG00000049602,,,
ENSMFAG00000052738,,,
ENSMFAG00000062022,Metazoa_SRP,,
ENSMFAG00000060454,U3,U3,ortholog_one2one
ENSMFAG00000008492,U6,RNU6-503P,ortholog_one2one
ENSMFAG00000047659,Metazoa_SRP,,
ENSMFAG00000014293,,,
ENSMFAG00000012010,MIR29C,MIR29C,ortholog_one2one
ENSMFAG00000039392,MYOCOS,MYOCOS,ortholog_one2one
ENSMFAG00000065203,TCHHL1,TCHHL1,ortholog_one2one
ENSMFAG00000032705,RASAL2,RASAL2,ortholog_one2one
ENSMFAG00000030464,GUCA1C,GUCA1C,ortholog_one2one
ENSMFAG00000031068,APOA2,APOA2,ortholog_one2one
ENSMFAG00000046261,ARHGEF16,ARHGEF16,ortholog_one2one
ENSMFAG00000041678,MYOC,MYOC,ortholog_one2one
ENSMFAG00000053564,,HMGB3,ortholog_one2one
ENSMFAG00000004660,ASH1L,ASH1L,ortholog_one2one
ENSMFAG00000013373,MIR29B2,MIR29B2,ortholog_one2one
ENSMFAG00000004382,,,
ENSMFAG00000013593,U7,RNU7-121P,ortholog_one2one
ENSMFAG00000039635,LRRC41,LRRC41,ortholog_one2one
ENSMFAG00000061422,,,
ENSMFAG00000047693,,,
ENSMFAG00000042456,NUDT17,NUDT17,ortholog_one2one
ENSMFAG00000024256,5S_rRNA,,
ENSMFAG00000064988,U6,RNU6-622P,ortholog_one2one
ENSMFAG00000051097,,,
ENSMFAG00000047265,U7,,
ENSMFAG00000041455,SLC16A4,SLC16A4,ortholog_one2one
ENSMFAG00000033968,HPCAL4,HPCAL4,ortholog_one2one
ENSMFAG00000031800,CD1C,CD1C,ortholog_one2one
ENSMFAG00000048134,,,
ENSMFAG00000033931,TAMM41,TAMM41,ortholog_one2one
ENSMFAG00000049673,,,
ENSMFAG00000007083,ANGPTL3,ANGPTL3,ortholog_one2one
ENSMFAG00000002057,TRAT1,TRAT1,ortholog_one2one
ENSMFAG00000031870,VAMP4,VAMP4,ortholog_one2one
ENSMFAG00000060865,,,
ENSMFAG00000056414,NT5C1A,NT5C1A,ortholog_one2one
ENSMFAG00000057865,,,
ENSMFAG00000038489,,,
ENSMFAG00000043530,USP1,USP1,ortholog_one2one
ENSMFAG00000032538,ZNF148,ZNF148,ortholog_one2one
