gene_name	human_ensembl_id	pLI	oe_lof_upper	mis_z	oe_lof	oe_mis
NLGN2	ENSG00000169992	0.99974	0.126	4.4674	0.0	0.44249
PCDH19	ENSG00000165194	0.99975	0.126	2.5929	0.0	0.67336
DDX17	ENSG00000100201	0.99999	0.126	3.8727	0.026525	0.47277
RB1	ENSG00000139687	1.0	0.126	2.673	0.048569	0.65484
WNK1	ENSG00000060237	1.0	0.126	2.1626	0.067205	0.82848
ZC3H18	ENSG00000158545	1.0	0.126	0.58028	0.039887	0.93446
CDK12	ENSG00000167258	1.0	0.126	2.5249	0.048648	0.74825
HECTD4	ENSG00000173064	1.0	0.127	6.9421	0.084692	0.59978
RALGPS1	ENSG00000136828	0.99999	0.127	3.0924	0.026813	0.51219
TNRC6C	ENSG00000078687	1.0	0.127	1.6515	0.055578	0.84992
SCN2A	ENSG00000136531	1.0	0.127	6.4584	0.060487	0.44204
SOBP	ENSG00000112320	0.99972	0.127	1.9237	0.0	0.75396
VCP	ENSG00000165280	0.99999	0.127	5.4064	0.026683	0.28123
TLN1	ENSG00000137076	1.0	0.128	4.6725	0.075712	0.65764
BTAF1	ENSG00000095564	1.0	0.128	4.3771	0.068134	0.60237
EPHA7	ENSG00000135333	1.0	0.128	2.3854	0.040592	0.71144
COL4A1	ENSG00000187498	1.0	0.128	3.0194	0.065014	0.72647
SIK3	ENSG00000160584	1.0	0.128	2.8311	0.049592	0.7073
KAT6B	ENSG00000156650	1.0	0.128	2.8874	0.060836	0.75545
KAT7	ENSG00000136504	0.99999	0.128	4.2786	0.026879	0.35676
ZFR	ENSG00000056097	1.0	0.128	4.0921	0.04934	0.52202
GSE1	ENSG00000131149	1.0	0.128	-3.3094	0.040689	1.3262
GSK3A	ENSG00000105723	0.9997	0.128	3.2166	0.0	0.42118
L1CAM	ENSG00000198910	1.0	0.129	2.836	0.040841	0.66343
CTNNB1	ENSG00000168036	0.99999	0.129	3.846	0.02724	0.47258
PBRM1	ENSG00000163939	1.0	0.129	3.8389	0.061482	0.62919
PRICKLE1	ENSG00000139174	0.99999	0.129	1.8336	0.027138	0.75902
PUM1	ENSG00000134644	1.0	0.129	4.4202	0.049979	0.52545
AHCTF1	ENSG00000153207	1.0	0.129	-0.3814	0.071387	1.0318
TNPO2	ENSG00000105576	1.0	0.129	5.8776	0.041138	0.28447
AAK1	ENSG00000115977	1.0	0.129	2.612	0.041108	0.67376
RASA1	ENSG00000145715	1.0	0.129	3.0984	0.04992	0.63758
CDC5L	ENSG00000096401	1.0	0.129	2.782	0.040964	0.62265
FERMT2	ENSG00000073712	0.99999	0.13	1.9559	0.027446	0.71105
WTAP	ENSG00000146457	0.99966	0.13	2.2692	0.0	0.56403
UBR3	ENSG00000144357	1.0	0.13	4.4286	0.066032	0.56644
SCN8A	ENSG00000196876	1.0	0.13	7.6404	0.061954	0.35351
FNIP2	ENSG00000052795	1.0	0.13	1.2788	0.041279	0.85376
MSN	ENSG00000147065	0.99967	0.13	2.9335	0.0	0.46391
PPP1R12A	ENSG00000058272	1.0	0.13	2.6368	0.050147	0.67127
RANBP9	ENSG00000010017	0.99999	0.13	1.4878	0.027369	0.77111
USP47	ENSG00000170242	1.0	0.13	2.4375	0.056706	0.73421
CCDC88A	ENSG00000115355	1.0	0.13	2.3494	0.069474	0.77629
MLLT3	ENSG00000171843	0.99964	0.131	1.8957	0.0	0.69042
EIF3A	ENSG00000107581	1.0	0.131	3.0406	0.066251	0.7029
YTHDC2	ENSG00000047188	1.0	0.131	0.32526	0.062394	0.96628
KSR2	ENSG00000171435	1.0	0.131	3.3393	0.041703	0.61801
ZMYND8	ENSG00000101040	1.0	0.131	4.0385	0.050672	0.57034
CCNA2	ENSG00000145386	0.99962	0.132	2.2192	0.0	0.58902
PTPN6	ENSG00000111679	0.99999	0.132	2.8659	0.0279	0.58154
SCML2	ENSG00000102098	0.99961	0.132	2.3993	0.0	0.57908
SNRK	ENSG00000163788	0.99961	0.132	3.4703	0.0	0.53908
MINK1	ENSG00000141503	1.0	0.132	4.0825	0.062681	0.59633
IRF6	ENSG00000117595	0.99961	0.132	2.7435	0.0	0.52418
ZRSR2	ENSG00000169249	0.99963	0.132	1.4554	0.0	0.706
RFX7	ENSG00000181827	1.0	0.132	1.5996	0.041992	0.83685
CSTF2	ENSG00000101811	0.99959	0.133	3.4292	0.0	0.37231
NR4A2	ENSG00000153234	0.99959	0.133	2.2357	0.0	0.66583
TULP4	ENSG00000130338	1.0	0.133	1.3674	0.051297	0.87603
MAP1B	ENSG00000131711	1.0	0.133	2.5114	0.063238	0.80448
USP42	ENSG00000106346	1.0	0.133	-1.6319	0.04234	1.1637
ZNF592	ENSG00000166716	0.99998	0.133	0.80414	0.028117	0.91516
NPAS2	ENSG00000170485	1.0	0.133	2.5032	0.042405	0.68136
ZSWIM8	ENSG00000214655	1.0	0.133	5.1433	0.063091	0.56157
IQSEC2	ENSG00000124313	0.99998	0.133	5.1894	0.028106	0.4029
U2AF2	ENSG00000063244	0.9996	0.133	4.7134	0.0	0.25903
ITPR1	ENSG00000150995	1.0	0.134	5.5951	0.080881	0.59428
COL2A1	ENSG00000139219	1.0	0.134	3.2926	0.067873	0.68742
NPLOC4	ENSG00000182446	0.99998	0.134	3.2	0.028252	0.52177
MAPKAPK2	ENSG00000162889	0.99957	0.134	3.0509	0.0	0.43079
DDX42	ENSG00000198231	1.0	0.134	3.2873	0.042617	0.60373
CACNA1A	ENSG00000141837	1.0	0.134	5.7845	0.07669	0.57509
SUZ12	ENSG00000178691	0.99998	0.134	3.4007	0.028213	0.49523
PHF12	ENSG00000109118	1.0	0.135	2.4291	0.042754	0.72266
DACH1	ENSG00000165659	0.99954	0.135	2.1853	0.0	0.67299
PORCN	ENSG00000102312	0.99953	0.135	2.3709	0.0	0.53771
CTR9	ENSG00000198730	1.0	0.135	4.301	0.058954	0.52314
RBM5	ENSG00000003756	1.0	0.135	4.1668	0.052212	0.46548
NRBP1	ENSG00000115216	0.99998	0.135	3.4251	0.028379	0.43822
TBX5	ENSG00000089225	0.99954	0.135	1.1948	0.0	0.80304
FRMD4A	ENSG00000151474	1.0	0.135	2.4555	0.052425	0.72224
PTPN11	ENSG00000179295	0.99998	0.135	3.1293	0.028439	0.51618
DLGAP3	ENSG00000116544	0.99998	0.136	2.6275	0.028591	0.69699
HIRA	ENSG00000100084	1.0	0.136	3.7065	0.052563	0.57752
SETD1A	ENSG00000099381	1.0	0.136	1.8312	0.059487	0.84408
NAA35	ENSG00000135040	1.0	0.136	3.6634	0.043359	0.48031
ELMSAN1	ENSG00000156030	1.0	0.136	1.7895	0.043188	0.79855
CACTIN	ENSG00000105298	0.99998	0.136	3.2011	0.028772	0.60517
ARHGEF6	ENSG00000129675	0.99998	0.136	1.3479	0.028593	0.77399
FAM120C	ENSG00000184083	0.99998	0.136	3.6347	0.028743	0.49246
RBM6	ENSG00000004534	1.0	0.136	2.1708	0.059555	0.75625
KIF1A	ENSG00000130294	1.0	0.136	5.1579	0.072632	0.5677
MECOM	ENSG00000085276	1.0	0.136	1.6191	0.043346	0.81527
MBD5	ENSG00000204406	1.0	0.136	0.85582	0.043103	0.91361
MEIS1	ENSG00000143995	0.99951	0.136	3.3037	0.0	0.38111
INTS6	ENSG00000102786	1.0	0.136	3.8322	0.04324	0.50029
ZFHX3	ENSG00000140836	1.0	0.136	-1.2345	0.080128	1.0755
JPH4	ENSG00000092051	0.99948	0.137	2.5587	0.0	0.5989
SMARCA1	ENSG00000102038	1.0	0.137	2.4397	0.043444	0.64995
HEATR1	ENSG00000119285	1.0	0.137	0.087059	0.075658	0.99255
BAI3	ENSG00000135298	1.0	0.138	1.8253	0.069944	0.82063
SLC12A5	ENSG00000124140	1.0	0.138	4.7022	0.053293	0.49847
TAF3	ENSG00000165632	0.99997	0.138	2.2059	0.029185	0.722
SHOC2	ENSG00000108061	0.99946	0.138	2.9666	0.0	0.51544
PSMC1	ENSG00000100764	0.99945	0.138	3.9473	0.0	0.27847
RBM22	ENSG00000086589	0.99947	0.138	3.1553	0.0	0.42944
NFKB1	ENSG00000109320	1.0	0.138	3.1933	0.043865	0.61585
AFF4	ENSG00000072364	1.0	0.138	2.4744	0.053282	0.72124
RB1CC1	ENSG00000023287	1.0	0.138	0.81178	0.065412	0.91781
SAFB	ENSG00000160633	1.0	0.138	2.1425	0.043902	0.73575
TRAPPC8	ENSG00000153339	1.0	0.138	1.2108	0.065769	0.87352
ARID4A	ENSG00000032219	1.0	0.139	1.4478	0.060714	0.83715
TRIO	ENSG00000038382	1.0	0.139	5.3161	0.088725	0.64471
YTHDF2	ENSG00000198492	0.99943	0.139	2.2666	0.0	0.64419
PPFIA2	ENSG00000139220	1.0	0.139	3.2597	0.066311	0.63673
KDM6B	ENSG00000132510	1.0	0.14	1.3161	0.061331	0.88535
SPTB	ENSG00000070182	1.0	0.14	0.75083	0.080201	0.94262
SOS1	ENSG00000115904	1.0	0.14	3.0487	0.066728	0.67573
BAI1	ENSG00000181790	1.0	0.14	4.4814	0.06118	0.57765
AMBRA1	ENSG00000110497	1.0	0.14	2.948	0.054064	0.692
UBE2O	ENSG00000175931	1.0	0.14	3.4439	0.054284	0.64537
ZNF292	ENSG00000188994	1.0	0.14	1.4077	0.074664	0.89213
BCOR	ENSG00000183337	1.0	0.141	1.8797	0.044884	0.80626
HDAC5	ENSG00000108840	1.0	0.141	3.3205	0.05466	0.63007
PODXL2	ENSG00000114631	0.99936	0.141	0.90734	0.0	0.85646
AFTPH	ENSG00000119844	0.99997	0.141	0.69187	0.029678	0.91081
RANBP3	ENSG00000031823	0.99997	0.141	1.848	0.029665	0.72443
SPAG9	ENSG00000008294	1.0	0.142	3.1339	0.067581	0.67013
FNBP4	ENSG00000109920	1.0	0.142	1.3931	0.055054	0.82941
AGPAT3	ENSG00000160216	0.99933	0.142	2.5373	0.0	0.5411
RANBP2	ENSG00000153201	1.0	0.142	-0.77637	0.085586	1.055
TKTL1	ENSG00000007350	0.99933	0.142	-0.84515	0.0	1.1448
ZBTB44	ENSG00000196323	0.99929	0.142	1.8738	0.0	0.66601
WHSC1L1	ENSG00000147548	1.0	0.142	3.7289	0.067444	0.6231
CNOT4	ENSG00000080802	0.99996	0.143	3.4912	0.03024	0.51159
JAG2	ENSG00000184916	1.0	0.143	2.1968	0.062561	0.78156
TFCP2L1	ENSG00000115112	0.99996	0.143	1.6322	0.030151	0.73093
MAOA	ENSG00000189221	0.99928	0.143	2.3802	0.0	0.54621
SAMD4B	ENSG00000179134	0.99996	0.143	3.0439	0.030155	0.5879
CSNK1E	ENSG00000213923	0.99926	0.143	3.1802	0.0	0.4725
DNMT1	ENSG00000130816	1.0	0.143	4.9903	0.076163	0.55041
PHEX	ENSG00000102174	0.99996	0.143	1.7091	0.03008	0.71921
ATXN2L	ENSG00000168488	1.0	0.143	2.2452	0.05519	0.74819
XPO4	ENSG00000132953	1.0	0.143	4.0208	0.062273	0.53306
ARFGEF1	ENSG00000066777	1.0	0.143	5.3687	0.079167	0.508
COPS5	ENSG00000121022	0.99925	0.144	3.4393	0.0	0.27814
SPOP	ENSG00000121067	0.99922	0.144	4.1412	0.0	0.21091
CSDE1	ENSG00000009307	1.0	0.144	3.452	0.045633	0.55167
API5	ENSG00000166181	0.99996	0.144	2.924	0.030306	0.50436
CUL1	ENSG00000055130	1.0	0.144	5.7019	0.055613	0.21985
DDX46	ENSG00000145833	1.0	0.144	5.4802	0.062993	0.34653
ZFHX4	ENSG00000091656	1.0	0.144	1.006	0.085054	0.936
GNB1	ENSG00000078369	0.9992	0.145	3.8328	0.0	0.2829
HOMER1	ENSG00000152413	0.9992	0.145	2.4268	0.0	0.49951
ZFPM2	ENSG00000169946	1.0	0.145	0.21282	0.046144	0.97546
AEBP2	ENSG00000139154	0.99921	0.145	2.2141	0.0	0.5886
NUP85	ENSG00000125450	1.0	0.145	0.75518	0.046109	0.89059
CBLL1	ENSG00000105879	0.99918	0.145	1.34	0.0	0.77692
RNF38	ENSG00000137075	0.99995	0.145	1.5631	0.030651	0.74216
BAZ2A	ENSG00000076108	1.0	0.146	2.083	0.077856	0.82041
JAG1	ENSG00000101384	1.0	0.146	3.2459	0.063704	0.65377
ASXL2	ENSG00000143970	1.0	0.146	1.707	0.056442	0.82337
SP3	ENSG00000172845	0.99995	0.146	1.6289	0.030846	0.77103
SRRM1	ENSG00000133226	1.0	0.146	1.4554	0.05643	0.82028
MAML1	ENSG00000161021	0.99995	0.146	0.48146	0.030681	0.94222
CCNC	ENSG00000112237	0.99914	0.146	2.2504	0.0	0.45929
KIF23	ENSG00000137807	1.0	0.146	2.0848	0.063665	0.7449
EZH2	ENSG00000106462	1.0	0.146	4.6808	0.046301	0.36167
RFX4	ENSG00000111783	0.99999	0.147	2.2288	0.046817	0.69797
XRCC5	ENSG00000079246	0.99999	0.147	2.8095	0.04655	0.5991
USP24	ENSG00000162402	1.0	0.147	4.9858	0.094237	0.60416
CHD3	ENSG00000170004	1.0	0.147	6.1518	0.086585	0.49765
HNRNPA1	ENSG00000135486	0.99911	0.147	2.8218	0.0	0.45036
PPP1CB	ENSG00000213639	0.99912	0.147	4.3319	0.0	0.093918
FLT4	ENSG00000037280	1.0	0.147	2.8339	0.070024	0.72804
UNC79	ENSG00000133958	1.0	0.147	4.16	0.08876	0.68336
ZNF217	ENSG00000171940	0.99995	0.147	1.0318	0.031032	0.88084
EFHC2	ENSG00000183690	0.9991	0.147	0.62188	0.0	0.8878
WBP11	ENSG00000084463	0.99994	0.148	2.9803	0.031137	0.56119
ITPKB	ENSG00000143772	0.99994	0.148	0.63575	0.031173	0.92631
CTCF	ENSG00000102974	0.99994	0.148	4.4399	0.031238	0.40054
ATP2B2	ENSG00000157087	1.0	0.148	4.5484	0.057152	0.5449
MAOB	ENSG00000069535	0.99903	0.148	1.7504	0.0	0.63785
KLHDC3	ENSG00000124702	0.99908	0.148	3.4465	0.0	0.38002
PRMT1	ENSG00000126457	0.99907	0.148	3.8139	0.0	0.32264
TGFB2	ENSG00000092969	0.99905	0.148	2.1307	0.0	0.61871
DIP2C	ENSG00000151240	1.0	0.149	4.6684	0.079428	0.58441
NFIX	ENSG00000008441	0.99903	0.149	4.0788	0.0	0.2946
FBXL17	ENSG00000145743	0.99901	0.149	2.1683	0.0	0.59267
WAS	ENSG00000015285	0.99901	0.149	1.9754	0.0	0.61589
GCM1	ENSG00000137270	0.999	0.149	1.4359	0.0	0.7414
YBX2	ENSG00000006047	0.99896	0.15	1.6018	0.0	0.6829
TLE4	ENSG00000106829	0.99999	0.15	3.5952	0.047513	0.53028
SLC6A1	ENSG00000157103	0.99993	0.15	4.1766	0.031589	0.38907
EBF3	ENSG00000108001	0.99993	0.15	3.6113	0.031575	0.46009
MAPK8IP3	ENSG00000138834	1.0	0.15	2.8844	0.071508	0.73056
AHSA1	ENSG00000100591	0.99896	0.15	1.6949	0.0	0.64803
PAN3	ENSG00000152520	0.99999	0.15	2.5155	0.047671	0.65948
PKN2	ENSG00000065243	1.0	0.15	2.9696	0.058011	0.62894
ABCD1	ENSG00000101986	0.99896	0.15	1.8659	0.0	0.7185
SETD1B	ENSG00000139718	1.0	0.151	4.6656	0.065972	0.61309
CLCN4	ENSG00000073464	0.99893	0.151	4.5166	0.0	0.3203
ARHGEF9	ENSG00000131089	0.9989	0.151	3.0427	0.0	0.4093
B4GALT5	ENSG00000158470	0.99889	0.151	2.3653	0.0	0.55732
MSL1	ENSG00000188895	0.9989	0.151	1.7703	0.0	0.63099
SERPINC1	ENSG00000117601	0.99892	0.151	1.3587	0.0	0.76321
KALRN	ENSG00000160145	1.0	0.152	4.3604	0.08449	0.60657
CASZ1	ENSG00000130940	1.0	0.152	2.6057	0.066338	0.77994
MARCH6	ENSG00000145495	1.0	0.152	3.8752	0.066419	0.51666
SFPQ	ENSG00000116560	0.99992	0.152	2.9778	0.031943	0.54685
BCORL1	ENSG00000085185	0.99999	0.152	2.0631	0.048329	0.78641
CMIP	ENSG00000153815	0.99999	0.152	3.2599	0.048205	0.57331
PPRC1	ENSG00000148840	1.0	0.152	0.24445	0.066231	0.97731
DDX26B	ENSG00000165359	0.99992	0.152	1.7066	0.032135	0.72283
C11orf30	ENSG00000158636	1.0	0.153	1.9917	0.066802	0.79086
EFEMP1	ENSG00000115380	0.99992	0.153	1.8234	0.032236	0.69195
MAPKAP1	ENSG00000119487	0.99991	0.153	2.8287	0.032277	0.54227
ATP1B1	ENSG00000143153	0.99881	0.153	2.0014	0.0	0.56874
ELFN1	ENSG00000225968	0.99882	0.153	2.4386	0.0	0.69751
SMCHD1	ENSG00000101596	1.0	0.153	3.6318	0.087839	0.66821
FBXW2	ENSG00000119402	0.99877	0.153	2.4355	0.0	0.56131
GGA1	ENSG00000100083	0.99992	0.153	1.2245	0.032168	0.82578
CAMSAP3	ENSG00000076826	1.0	0.154	3.3493	0.059639	0.66642
AHR	ENSG00000106546	0.99999	0.154	0.73492	0.048874	0.90215
DMD	ENSG00000198947	1.0	0.154	-2.4322	0.10275	1.1884
PPP1R10	ENSG00000204569	1.0	0.154	2.9467	0.059491	0.6545
HDLBP	ENSG00000115677	1.0	0.154	4.0979	0.067232	0.58476
ZNF609	ENSG00000180357	1.0	0.154	1.826	0.059613	0.81787
ARHGAP42	ENSG00000165895	1.0	0.155	2.9649	0.060017	0.5794
OCRL	ENSG00000122126	0.99999	0.155	2.9631	0.049158	0.5543
RICTOR	ENSG00000164327	1.0	0.155	3.0542	0.089025	0.71255
ZNF541	ENSG00000118156	1.0	0.155	2.6436	0.059827	0.72574
FASN	ENSG00000169710	1.0	0.155	2.3643	0.091093	0.83183
ATAD2B	ENSG00000119778	1.0	0.155	3.9649	0.07371	0.58063
PCIF1	ENSG00000100982	0.99999	0.155	2.413	0.049269	0.68366
DENND5B	ENSG00000170456	1.0	0.155	3.3888	0.067576	0.62811
HOOK3	ENSG00000168172	1.0	0.155	2.3553	0.060036	0.64815
ARHGEF2	ENSG00000116584	1.0	0.156	3.6056	0.068157	0.59683
XPR1	ENSG00000143324	0.99999	0.156	3.2335	0.049452	0.54502
INTS10	ENSG00000104613	0.99999	0.156	1.4436	0.049703	0.79494
USP3	ENSG00000140455	0.99989	0.156	2.1075	0.032965	0.64804
MARK2	ENSG00000072518	0.99999	0.156	4.449	0.049568	0.43372
IKZF1	ENSG00000185811	0.9986	0.156	3.3753	0.0	0.46665
CDH11	ENSG00000140937	0.9999	0.156	1.5868	0.032824	0.79519
KDM4A	ENSG00000066135	1.0	0.156	3.6814	0.068127	0.57918
RREB1	ENSG00000124782	1.0	0.156	-0.42654	0.060456	1.0363
CHD4	ENSG00000111642	1.0	0.156	6.3412	0.092235	0.46057
HIPK2	ENSG00000064393	1.0	0.156	2.8624	0.060345	0.70106
NR2E1	ENSG00000112333	0.99864	0.156	2.5971	0.0	0.50638
KPNA4	ENSG00000186432	0.99989	0.156	3.23	0.032852	0.42629
CHD5	ENSG00000116254	1.0	0.157	5.3168	0.089818	0.56491
PLXND1	ENSG00000004399	1.0	0.157	3.3465	0.083467	0.72094
RXRA	ENSG00000186350	0.99852	0.157	2.9681	0.0	0.52567
LRRC7	ENSG00000033122	1.0	0.157	3.6044	0.079784	0.6467
ZFC3H1	ENSG00000133858	1.0	0.157	2.1425	0.092805	0.80672
UBE4B	ENSG00000130939	1.0	0.157	3.726	0.074661	0.62481
DOCK3	ENSG00000088538	1.0	0.158	3.9356	0.095432	0.67197
DMXL2	ENSG00000104093	1.0	0.158	2.3662	0.10244	0.83141
PELP1	ENSG00000141456	0.99998	0.158	1.1164	0.050088	0.87418
TXLNG	ENSG00000086712	0.99845	0.158	0.086261	0.0	0.98212
UNC13A	ENSG00000130477	1.0	0.158	5.6267	0.090828	0.5038
MAT2A	ENSG00000168906	0.99846	0.158	3.6313	0.0	0.31241
HECTD1	ENSG00000092148	1.0	0.158	5.0113	0.10096	0.62255
KCNQ2	ENSG00000075043	0.99998	0.158	4.0411	0.050284	0.51666
TANC2	ENSG00000170921	1.0	0.158	2.3435	0.087423	0.80301
PPP3CA	ENSG00000138814	0.99988	0.158	3.6261	0.033252	0.39444
LARP4B	ENSG00000107929	0.99998	0.158	1.9418	0.050289	0.73971
EPC2	ENSG00000135999	0.99998	0.159	2.6999	0.050553	0.62183
ROBO2	ENSG00000185008	1.0	0.159	1.6495	0.080518	0.8349
MAST1	ENSG00000105613	1.0	0.159	5.7703	0.075424	0.49572
POLR2A	ENSG00000181222	1.0	0.159	7.1307	0.084559	0.42314
GRIPAP1	ENSG00000068400	0.99998	0.159	2.6163	0.050591	0.60053
PSMD11	ENSG00000108671	0.99987	0.159	2.6112	0.033512	0.52153
TNRC6A	ENSG00000090905	1.0	0.159	1.1316	0.091024	0.90193
ESPL1	ENSG00000135476	1.0	0.159	4.3141	0.090935	0.64513
CUL5	ENSG00000166266	1.0	0.159	4.5936	0.061498	0.34702
FBRS	ENSG00000156860	0.99987	0.159	0.76428	0.033412	0.90195
SAP130	ENSG00000136715	1.0	0.159	3.2452	0.061702	0.63937
ALG13	ENSG00000101901	0.99998	0.16	1.1475	0.050979	0.83779
SMAD5	ENSG00000113658	0.99838	0.16	3.0005	0.0	0.46671
GNB2L1	ENSG00000204628	0.99836	0.16	3.5758	0.0	0.26291
SLIT2	ENSG00000145147	1.0	0.16	2.0993	0.085237	0.79859
PPM1A	ENSG00000100614	0.99834	0.16	2.5758	0.0	0.53121
PPP4R2	ENSG00000163605	0.99835	0.16	0.0008929	0.0	0.99982
GSPT1	ENSG00000103342	0.99986	0.16	3.3179	0.033726	0.47697
PIP4K2B	ENSG00000141720	0.99837	0.16	3.0507	0.0	0.47631
ZFX	ENSG00000005889	0.99831	0.16	3.1463	0.0	0.50129
KANSL3	ENSG00000114982	0.99998	0.16	2.4705	0.050861	0.68551
RORC	ENSG00000143365	0.99985	0.161	2.2852	0.033914	0.63127
ZNF800	ENSG00000048405	0.99985	0.161	0.9909	0.033959	0.85122
DPF2	ENSG00000133884	0.99985	0.161	2.8982	0.033975	0.47845
APC	ENSG00000134982	1.0	0.161	0.16764	0.09718	0.98763
FKBP8	ENSG00000105701	0.99825	0.161	2.3275	0.0	0.60469
OPHN1	ENSG00000079482	0.99985	0.161	2.5929	0.033915	0.57907
USP48	ENSG00000090686	1.0	0.161	4.3729	0.076433	0.47175
KDM6A	ENSG00000147050	1.0	0.161	2.946	0.070167	0.63033
CAPZA2	ENSG00000198898	0.99828	0.161	1.8416	0.0	0.57592
NPM1	ENSG00000181163	0.99816	0.162	1.9535	0.0	0.55369
PSMD12	ENSG00000197170	0.99984	0.162	1.8713	0.034078	0.66392
ZNF131	ENSG00000172262	0.99983	0.162	2.6655	0.034229	0.57491
GPC3	ENSG00000147257	0.9982	0.162	1.4519	0.0	0.72569
GRAMD4	ENSG00000075240	0.99998	0.162	2.5559	0.05151	0.63638
KIF2A	ENSG00000068796	0.99998	0.162	4.0356	0.051499	0.40083
FGD5	ENSG00000154783	1.0	0.162	0.16707	0.070985	0.98381
CKAP5	ENSG00000175216	1.0	0.162	3.7781	0.095249	0.67493
UPF1	ENSG00000005007	1.0	0.162	5.626	0.071	0.40753
UTP14A	ENSG00000156697	0.99983	0.162	1.4856	0.034238	0.75165
CHD1	ENSG00000153922	1.0	0.162	4.2089	0.092848	0.59444
ZBTB2	ENSG00000181472	0.9982	0.162	2.6382	0.0	0.571
CPSF6	ENSG00000111605	0.99982	0.163	3.9424	0.034391	0.39393
FAM120A	ENSG00000048828	1.0	0.163	3.3485	0.062966	0.63048
WDR43	ENSG00000163811	0.99997	0.163	0.7013	0.05191	0.89237
CUX1	ENSG00000257923	1.0	0.163	3.7492	0.082514	0.63828
ZNF865	ENSG00000261221	0.99814	0.163	3.9067	0.0	0.50627
MAPK8IP1	ENSG00000121653	0.99983	0.163	1.4927	0.034273	0.78789
CDK19	ENSG00000155111	0.99982	0.163	3.5632	0.034454	0.40347
NFKB2	ENSG00000077150	1.0	0.163	3.9376	0.062881	0.51264
KDM5A	ENSG00000073614	1.0	0.163	2.2471	0.090209	0.79022
TEX10	ENSG00000136891	1.0	0.163	1.541	0.063048	0.80184
KIAA0947	ENSG00000164151	1.0	0.164	0.72884	0.087294	0.93921
MDM2	ENSG00000135679	0.99981	0.164	2.3326	0.034611	0.58876
CASKIN1	ENSG00000167971	1.0	0.164	1.7876	0.063267	0.82303
MYC	ENSG00000136997	0.99801	0.164	1.2227	0.0	0.7882
CLK2	ENSG00000176444	0.99997	0.164	2.1973	0.052046	0.66467
PAX5	ENSG00000196092	0.99798	0.165	2.4521	0.0	0.56145
ZNF608	ENSG00000168916	0.99999	0.165	1.0616	0.063872	0.8967
DSCAML1	ENSG00000177103	1.0	0.165	3.15	0.091288	0.75932
CCNJ	ENSG00000107443	0.99796	0.165	1.5985	0.0	0.68888
CCNK	ENSG00000090061	0.9998	0.165	3.305	0.034844	0.45943
TLK1	ENSG00000198586	0.99999	0.165	3.564	0.063831	0.49902
LARP1	ENSG00000155506	1.0	0.165	3.0683	0.071971	0.65357
ARIH1	ENSG00000166233	0.99997	0.166	4.5919	0.05279	0.24957
LRRC4	ENSG00000128594	0.99787	0.166	1.9588	0.0	0.72328
RBFOX3	ENSG00000167281	0.99785	0.166	2.1257	0.0	0.53216
ZNF629	ENSG00000102870	0.99978	0.166	3.8578	0.035048	0.53742
KDM5C	ENSG00000126012	1.0	0.166	5.1452	0.072601	0.43934
PHF6	ENSG00000156531	0.99784	0.166	2.2833	0.0	0.43724
DICER1	ENSG00000100697	1.0	0.166	4.2261	0.091986	0.6244
GRIN2D	ENSG00000105464	0.99996	0.167	4.8478	0.052927	0.44317
RPL5	ENSG00000122406	0.99776	0.167	1.9019	0.0	0.5907
PHF23	ENSG00000040633	0.99774	0.167	0.96001	0.0	0.82353
SIPA1L1	ENSG00000197555	1.0	0.167	2.9815	0.088969	0.7389
MYH10	ENSG00000133026	1.0	0.167	5.0058	0.10329	0.58431
GABBR2	ENSG00000136928	0.99999	0.167	4.6253	0.064595	0.43877
CECR2	ENSG00000099954	1.0	0.167	0.57282	0.084684	0.94464
F9	ENSG00000101981	0.99776	0.167	2.1809	0.0	0.53466
PAK7	ENSG00000101349	0.99977	0.167	1.4706	0.035234	0.79639
USP11	ENSG00000102226	0.99996	0.167	3.5731	0.053185	0.51769
PPP1R9B	ENSG00000108819	0.99975	0.168	3.0203	0.035502	0.55775
SFSWAP	ENSG00000061936	0.99999	0.168	2.7967	0.06489	0.68836
HNF1B	ENSG00000108753	0.99976	0.168	1.7347	0.035393	0.72323
NOP2	ENSG00000111641	0.99996	0.168	0.63815	0.053219	0.91716
TMEM63B	ENSG00000137216	0.99999	0.168	4.2176	0.065089	0.47516
STAU1	ENSG00000124214	0.99976	0.168	1.9302	0.035339	0.69756
ARPC2	ENSG00000163466	0.99769	0.168	2.7043	0.0	0.43518
CSK	ENSG00000103653	0.99977	0.168	3.978	0.035312	0.34868
SOX9	ENSG00000125398	0.99772	0.168	1.6311	0.0	0.7397
NCOR2	ENSG00000196498	1.0	0.169	2.0058	0.10232	0.85573
ANK1	ENSG00000029534	1.0	0.169	2.0781	0.096997	0.82549
ZNF236	ENSG00000130856	1.0	0.169	3.8358	0.093883	0.67472
ABCA2	ENSG00000107331	1.0	0.169	4.9116	0.10405	0.65207
PPP1R16B	ENSG00000101445	0.99974	0.169	2.4414	0.035676	0.63751
RC3H2	ENSG00000056586	1.0	0.169	2.4483	0.080322	0.72699
PAX6	ENSG00000007372	0.99975	0.169	2.8175	0.035553	0.49221
CENPI	ENSG00000102384	0.99974	0.169	1.4621	0.035647	0.74275
ZNF638	ENSG00000075292	1.0	0.169	-0.57514	0.093445	1.051
NACC1	ENSG00000160877	0.99763	0.169	4.1668	0.0	0.38868
