human_ensembl_id,human_gene_name,lemur_ensembl_id
ENSG00000185686,PRAME,ENSMICG00000047428
ENSG00000183631,PRR32,ENSMICG00000000543
ENSG00000251955,RNU6-27P,ENSMICG00000031418
ENSG00000155966,AFF2,ENSMICG00000011580
ENSG00000101144,BMP7,ENSMICG00000005700
ENSG00000241693,RN7SL704P,ENSMICG00000028043
ENSG00000100036,SLC35E4,ENSMICG00000008518
ENSG00000128285,MCHR1,ENSMICG00000008864
ENSG00000215529,EFCAB8,ENSMICG00000036641
ENSG00000100201,DDX17,ENSMICG00000011601
ENSG00000142168,SOD1,ENSMICG00000005253
ENSG00000156920,ADGRG4,ENSMICG00000035091
ENSG00000149488,TMC2,ENSMICG00000016538
ENSG00000155961,RAB39B,ENSMICG00000044410
ENSG00000212498,SNORD86,ENSMICG00000022064
ENSG00000186310,NAP1L3,ENSMICG00000001406
ENSG00000172216,CEBPB,ENSMICG00000035606
ENSG00000204019,CT83,ENSMICG00000029868
ENSG00000132965,ALOX5AP,ENSMICG00000001953
ENSG00000156253,RWDD2B,ENSMICG00000034054
ENSG00000100079,LGALS2,ENSMICG00000003748
ENSG00000212214,SNORA48B,ENSMICG00000047266
ENSG00000133101,CCNA1,ENSMICG00000002509
ENSG00000239333,RN7SL658P,ENSMICG00000027806
ENSG00000206639,Y_RNA,ENSMICG00000042741
ENSG00000138892,TTLL8,ENSMICG00000042232
ENSG00000206983,RNU6-49P,ENSMICG00000031884
ENSG00000207758,MIR532,ENSMICG00000018211
ENSG00000207768,MIR188,ENSMICG00000019080
ENSG00000207785,MIR500A,ENSMICG00000046202
ENSG00000239057,MIR500B,ENSMICG00000046507
ENSG00000207970,MIR660,ENSMICG00000018070
ENSG00000272080,MIR502,ENSMICG00000018042
ENSG00000142149,HUNK,ENSMICG00000035191
ENSG00000284567,MIR223,ENSMICG00000018152
ENSG00000211991,MIR676,ENSMICG00000027122
ENSG00000199601,RNU6-562P,ENSMICG00000032051
ENSG00000196588,MRTFA,ENSMICG00000005671
ENSG00000200635,Y_RNA,ENSMICG00000047621
ENSG00000212495,RNU6-332P,ENSMICG00000038047
ENSG00000277717,U6,ENSMICG00000025173
ENSG00000252016,,ENSMICG00000025407
ENSG00000199051,MIR361,ENSMICG00000018182
ENSG00000184900,SUMO3,ENSMICG00000036688
ENSG00000271907,SNORA35B,ENSMICG00000025242
ENSG00000212241,Y_RNA,ENSMICG00000026021
ENSG00000252441,,ENSMICG00000044656
ENSG00000207363,Y_RNA,ENSMICG00000020587
ENSG00000207033,RNU6-154P,ENSMICG00000042834
ENSG00000207041,RNU6-3P,ENSMICG00000045336
ENSG00000199878,RN7SKP149,ENSMICG00000024038
ENSG00000132952,USPL1,ENSMICG00000045622
ENSG00000173276,ZBTB21,ENSMICG00000042192
ENSG00000186810,CXCR3,ENSMICG00000038479
ENSG00000215474,SKOR2,ENSMICG00000031129
ENSG00000160188,RSPH1,ENSMICG00000000051
ENSG00000136108,CKAP2,ENSMICG00000006824
ENSG00000102178,UBL4A,ENSMICG00000016459
ENSG00000252491,RNU1-142P,ENSMICG00000018088
ENSG00000160191,PDE9A,ENSMICG00000016258
ENSG00000134757,DSG3,ENSMICG00000033166
ENSG00000184058,TBX1,ENSMICG00000028907
ENSG00000102743,SLC25A15,ENSMICG00000007218
ENSG00000005302,MSL3,ENSMICG00000014399
ENSG00000158270,COLEC12,ENSMICG00000004528
ENSG00000123179,EBPL,ENSMICG00000006640
ENSG00000180957,PITPNB,ENSMICG00000012254
ENSG00000046604,DSG2,ENSMICG00000013819
ENSG00000150459,SAP18,ENSMICG00000046836
ENSG00000088387,DOCK9,ENSMICG00000008131
ENSG00000169184,MN1,ENSMICG00000036966
ENSG00000222698,Y_RNA,ENSMICG00000044608
ENSG00000199515,Y_RNA,ENSMICG00000042104
ENSG00000211672,IGLV4-3,ENSMICG00000046271
ENSG00000166401,SERPINB8,ENSMICG00000016522
ENSG00000118271,TTR,ENSMICG00000013838
ENSG00000134755,DSC2,ENSMICG00000004351
ENSG00000153495,TEX29,ENSMICG00000040169
ENSG00000134873,CLDN10,ENSMICG00000044281
ENSG00000275942,,ENSMICG00000030515
ENSG00000150456,EEF1AKMT1,ENSMICG00000004634
ENSG00000128218,VPREB3,ENSMICG00000042335
ENSG00000128408,RIBC2,ENSMICG00000005719
ENSG00000251985,RNU6-1161P,ENSMICG00000025009
ENSG00000241360,PDXP,ENSMICG00000003819
ENSG00000198832,SELENOM,ENSMICG00000008556
ENSG00000134871,COL4A2,ENSMICG00000006977
ENSG00000206795,Y_RNA,ENSMICG00000043526
ENSG00000196664,TLR7,ENSMICG00000030654
ENSG00000100167,SEPTIN3,ENSMICG00000003589
ENSG00000207220,RNU1-57P,ENSMICG00000019653
ENSG00000240327,RN7SL93P,ENSMICG00000030379
ENSG00000139832,RAB20,ENSMICG00000045712
ENSG00000185666,SYN3,ENSMICG00000013351
ENSG00000147117,ZNF157,ENSMICG00000017445
ENSG00000130054,NALF2,ENSMICG00000037349
ENSG00000251807,RNU6-202P,ENSMICG00000038728
ENSG00000130638,ATXN10,ENSMICG00000011917
ENSG00000188064,WNT7B,ENSMICG00000013734
ENSG00000165195,PIGA,ENSMICG00000003170
ENSG00000078043,PIAS2,ENSMICG00000013229
ENSG00000073146,MOV10L1,ENSMICG00000007267
ENSG00000102755,FLT1,ENSMICG00000016251
ENSG00000275268,U7,ENSMICG00000025681
ENSG00000206075,SERPINB5,ENSMICG00000001596
ENSG00000133477,FAM83F,ENSMICG00000016129
ENSG00000101746,NOL4,ENSMICG00000010137
ENSG00000251322,SHANK3,ENSMICG00000029739
ENSG00000271886,MIR98,ENSMICG00000018345
ENSG00000208012,MIRLET7F2,ENSMICG00000019044
ENSG00000050030,NEXMIF,ENSMICG00000028218
ENSG00000186654,PRR5,ENSMICG00000044670
ENSG00000147224,PRPS1,ENSMICG00000001929
ENSG00000152217,SETBP1,ENSMICG00000017494
ENSG00000102001,CACNA1F,ENSMICG00000006356
ENSG00000141665,FBXO15,ENSMICG00000035240
ENSG00000123191,ATP7B,ENSMICG00000005249
ENSG00000172361,CFAP53,ENSMICG00000006410
ENSG00000134504,KCTD1,ENSMICG00000002325
ENSG00000200683,RNU6-379P,ENSMICG00000026162
ENSG00000206052,DOK6,ENSMICG00000027937
ENSG00000169575,VPREB1,ENSMICG00000033708
ENSG00000206069,LHFPL7,ENSMICG00000047942
ENSG00000100304,TTLL12,ENSMICG00000013571
ENSG00000166396,SERPINB7,ENSMICG00000031364
ENSG00000185133,INPP5J,ENSMICG00000008559
ENSG00000198795,ZNF521,ENSMICG00000006267
ENSG00000188021,UBQLN2,ENSMICG00000027033
ENSG00000085224,ATRX,ENSMICG00000013935
ENSG00000166562,SEC11C,ENSMICG00000016052
ENSG00000226742,HSBP1L1,ENSMICG00000028958
ENSG00000166140,ZFYVE19,ENSMICG00000005962
ENSG00000171885,AQP4,ENSMICG00000002328
ENSG00000185053,SGCZ,ENSMICG00000001439
ENSG00000159167,STC1,ENSMICG00000032857
ENSG00000156687,UNC5D,ENSMICG00000003083
ENSG00000167306,MYO5B,ENSMICG00000005287
ENSG00000182256,GABRG3,ENSMICG00000000033
ENSG00000101842,VSIG1,ENSMICG00000002054
ENSG00000000005,TNMD,ENSMICG00000011361
ENSG00000185634,SHC4,ENSMICG00000035080
ENSG00000092964,DPYSL2,ENSMICG00000015794
ENSG00000147256,ARHGAP36,ENSMICG00000001343
ENSG00000150477,KIAA1328,ENSMICG00000006976
ENSG00000171877,FRMD5,ENSMICG00000010203
ENSG00000075673,ATP12A,ENSMICG00000007697
ENSG00000200620,,ENSMICG00000022154
ENSG00000200566,RNU5F-7P,ENSMICG00000044752
ENSG00000102786,INTS6,ENSMICG00000008106
ENSG00000147454,SLC25A37,ENSMICG00000034841
ENSG00000102230,PCYT1B,ENSMICG00000009068
ENSG00000101695,RNF125,ENSMICG00000044153
ENSG00000177669,MBOAT4,ENSMICG00000044757
ENSG00000221890,NPTXR,ENSMICG00000006434
ENSG00000147459,DOCK5,ENSMICG00000016726
ENSG00000004848,ARX,ENSMICG00000044540
ENSG00000168502,MTCL1,ENSMICG00000002310
ENSG00000103657,HERC1,ENSMICG00000007158
ENSG00000101577,LPIN2,ENSMICG00000017575
ENSG00000102387,TAF7L,ENSMICG00000015583
ENSG00000104660,LEPROTL1,ENSMICG00000036863
ENSG00000120498,TEX11,ENSMICG00000009408
ENSG00000188342,GTF2F2,ENSMICG00000002021
ENSG00000120907,ADRA1A,ENSMICG00000015812
ENSG00000188779,SKOR1,ENSMICG00000006148
ENSG00000167034,NKX3-1,ENSMICG00000011189
ENSG00000136159,NUDT15,ENSMICG00000042635
ENSG00000197705,KLHL14,ENSMICG00000032905
ENSG00000152520,PAN3,ENSMICG00000016237
ENSG00000129028,THAP10,ENSMICG00000030210
ENSG00000171956,FOXB1,ENSMICG00000017700
ENSG00000134779,TPGS2,ENSMICG00000006971
ENSG00000137880,GCHFR,ENSMICG00000033887
ENSG00000197892,KIF13B,ENSMICG00000010427
ENSG00000085185,BCORL1,ENSMICG00000015994
ENSG00000151287,TEX30,ENSMICG00000010242
ENSG00000183324,REC114,ENSMICG00000014616
ENSG00000167139,TBC1D21,ENSMICG00000015237
ENSG00000123576,ESX1,ENSMICG00000043140
ENSG00000186866,POFUT2,ENSMICG00000035479
ENSG00000122122,SASH3,ENSMICG00000026483
ENSG00000169018,FEM1B,ENSMICG00000028605
ENSG00000133083,DCLK1,ENSMICG00000014330
ENSG00000138622,HCN4,ENSMICG00000007449
ENSG00000102359,SRPX2,ENSMICG00000017915
ENSG00000213578,CPLX3,ENSMICG00000041612
ENSG00000104679,R3HCC1,ENSMICG00000011146
ENSG00000005812,FBXL3,ENSMICG00000002671
ENSG00000207633,MIR505,ENSMICG00000018406
ENSG00000203933,CXorf66,ENSMICG00000042583
ENSG00000183287,CCBE1,ENSMICG00000036056
ENSG00000208013,MIR652,ENSMICG00000018279
ENSG00000206622,SNORA69,ENSMICG00000022081
ENSG00000206677,Y_RNA,ENSMICG00000024488
ENSG00000152193,OBI1,ENSMICG00000031669
ENSG00000166342,NETO1,ENSMICG00000007872
ENSG00000188266,HYKK,ENSMICG00000016532
ENSG00000136110,CNMD,ENSMICG00000038059
ENSG00000206646,Y_RNA,ENSMICG00000036992
ENSG00000160213,CSTB,ENSMICG00000031601
ENSG00000091656,ZFHX4,ENSMICG00000008252
ENSG00000160221,GATD3,ENSMICG00000001007
ENSG00000166173,LARP6,ENSMICG00000011234
ENSG00000199622,RN7SKP20,ENSMICG00000022405
ENSG00000206936,RNU4-52P,ENSMICG00000045985
ENSG00000101654,RNMT,ENSMICG00000001422
ENSG00000069667,RORA,ENSMICG00000010861
ENSG00000164749,HNF4G,ENSMICG00000038571
ENSG00000169551,CT55,ENSMICG00000047795
ENSG00000102780,DGKH,ENSMICG00000017492
ENSG00000185658,BRWD1,ENSMICG00000013213
ENSG00000156103,MMP16,ENSMICG00000009208
ENSG00000101890,GUCY2F,ENSMICG00000042725
ENSG00000205667,ARSH,ENSMICG00000009734
ENSG00000147613,PSKH2,ENSMICG00000015406
ENSG00000255302,EID1,ENSMICG00000028947
ENSG00000176225,RTTN,ENSMICG00000014111
ENSG00000140443,IGF1R,ENSMICG00000010119
ENSG00000164893,SLC7A13,ENSMICG00000006367
ENSG00000185015,CA13,ENSMICG00000045686
ENSG00000265817,FSBP,ENSMICG00000035643
ENSG00000126217,MCF2L,ENSMICG00000033069
ENSG00000184672,RALYL,ENSMICG00000005558
ENSG00000103995,CEP152,ENSMICG00000012585
ENSG00000164794,KCNV1,ENSMICG00000044286
ENSG00000147432,CHRNB3,ENSMICG00000010710
ENSG00000102174,PHEX,ENSMICG00000000193
ENSG00000156486,KCNS2,ENSMICG00000047216
ENSG00000160209,PDXK,ENSMICG00000004696
ENSG00000184302,SIX6,ENSMICG00000047804
ENSG00000099399,MAGEB2,ENSMICG00000012169
ENSG00000100625,SIX4,ENSMICG00000003524
ENSG00000156509,FBXO43,ENSMICG00000041879
ENSG00000102287,GABRE,ENSMICG00000045186
ENSG00000238819,,ENSMICG00000025365
ENSG00000151838,CCDC175,ENSMICG00000012495
ENSG00000199730,RN7SKP95,ENSMICG00000024109
ENSG00000200252,Y_RNA,ENSMICG00000044810
ENSG00000277413,,ENSMICG00000027203
ENSG00000276696,Y_RNA,ENSMICG00000022972
ENSG00000206625,RNU6-1,ENSMICG00000042969
ENSG00000201510,RN7SKP217,ENSMICG00000028314
ENSG00000222076,RNU2-3P,ENSMICG00000046672
ENSG00000104490,NCALD,ENSMICG00000045417
ENSG00000100731,PCNX1,ENSMICG00000013023
ENSG00000284363,MIR224,ENSMICG00000019169
ENSG00000283751,MIR452,ENSMICG00000019231
ENSG00000199833,SNORD115-21,ENSMICG00000029396
ENSG00000147234,FRMPD3,ENSMICG00000001903
ENSG00000212528,SNORD115-47,ENSMICG00000020332
ENSG00000176890,TYMS,ENSMICG00000014830
ENSG00000242866,STRC,ENSMICG00000010153
ENSG00000126950,TMEM35A,ENSMICG00000027718
ENSG00000130066,SAT1,ENSMICG00000028733
ENSG00000130052,STARD8,ENSMICG00000004400
ENSG00000155087,ODF1,ENSMICG00000005796
ENSG00000166347,CYB5A,ENSMICG00000003395
ENSG00000183778,B3GALT5,ENSMICG00000045304
ENSG00000180828,BHLHE22,ENSMICG00000036458
ENSG00000179600,GPHB5,ENSMICG00000036142
ENSG00000182674,KCNB2,ENSMICG00000034565
ENSG00000267909,CCDC177,ENSMICG00000026374
ENSG00000140015,KCNH5,ENSMICG00000002727
ENSG00000205038,PKHD1L1,ENSMICG00000012952
ENSG00000168234,TTC39C,ENSMICG00000009394
ENSG00000126016,AMOT,ENSMICG00000001898
ENSG00000155313,USP25,ENSMICG00000014816
ENSG00000165480,SKA3,ENSMICG00000031401
ENSG00000128886,ELL3,ENSMICG00000030708
ENSG00000165389,SPTSSA,ENSMICG00000046623
ENSG00000151812,SLC35F4,ENSMICG00000005305
ENSG00000101574,METTL4,ENSMICG00000037155
ENSG00000221792,MIR1282,ENSMICG00000021869
ENSG00000083642,PDS5B,ENSMICG00000005747
ENSG00000167656,LY6D,ENSMICG00000035118
ENSG00000124343,XG,ENSMICG00000047361
ENSG00000176435,CLEC14A,ENSMICG00000044146
ENSG00000042832,TG,ENSMICG00000001039
ENSG00000154839,SKA1,ENSMICG00000006429
ENSG00000125816,NKX2-4,ENSMICG00000032695
ENSG00000223128,RN7SKP140,ENSMICG00000029009
ENSG00000125820,NKX2-2,ENSMICG00000045009
ENSG00000166845,C18orf54,ENSMICG00000029715
ENSG00000120158,RCL1,ENSMICG00000015562
ENSG00000173548,SNX33,ENSMICG00000007640
ENSG00000166762,CATSPER2,ENSMICG00000048141
ENSG00000124216,SNAI1,ENSMICG00000042228
ENSG00000101981,F9,ENSMICG00000016427
ENSG00000183354,BRD10,ENSMICG00000032366
ENSG00000152240,HAUS1,ENSMICG00000017501
ENSG00000176399,DMRTA1,ENSMICG00000046386
ENSG00000153714,LURAP1L,ENSMICG00000032420
ENSG00000284329,MIR9-3,ENSMICG00000018623
ENSG00000201285,RNA5SP524,ENSMICG00000047227
ENSG00000124260,MAGEA10,ENSMICG00000047372
ENSG00000104499,GML,ENSMICG00000045085
ENSG00000196092,PAX5,ENSMICG00000017679
ENSG00000125810,CD93,ENSMICG00000017898
ENSG00000140199,SLC12A6,ENSMICG00000003869
ENSG00000197353,LYPD2,ENSMICG00000000486
ENSG00000165694,FRMD7,ENSMICG00000009072
ENSG00000126233,SLURP1,ENSMICG00000046668
ENSG00000120685,PROSER1,ENSMICG00000010238
ENSG00000101825,MXRA5,ENSMICG00000003692
ENSG00000164796,CSMD3,ENSMICG00000006577
ENSG00000101773,RBBP8,ENSMICG00000009274
ENSG00000132964,CDK8,ENSMICG00000012312
ENSG00000160194,NDUFV3,ENSMICG00000046617
ENSG00000268089,GABRQ,ENSMICG00000047310
ENSG00000188158,NHS,ENSMICG00000036975
ENSG00000207755,MIR450A2,ENSMICG00000029827
ENSG00000207784,MIR542,ENSMICG00000018231
ENSG00000284231,MIR424,ENSMICG00000018383
ENSG00000199920,RNU4-44P,ENSMICG00000043381
ENSG00000157538,VPS26C,ENSMICG00000006453
ENSG00000184083,FAM120C,ENSMICG00000011820
ENSG00000126733,DACH2,ENSMICG00000001391
ENSG00000205476,CCDC85C,ENSMICG00000036725
ENSG00000172164,SNTB1,ENSMICG00000046201
ENSG00000141401,IMPA2,ENSMICG00000004775
ENSG00000102606,ARHGEF7,ENSMICG00000008373
ENSG00000185515,BRCC3,ENSMICG00000036150
ENSG00000142197,DOP1B,ENSMICG00000002181
ENSG00000170961,HAS2,ENSMICG00000034422
ENSG00000206950,Y_RNA,ENSMICG00000047388
ENSG00000199127,MIR383,ENSMICG00000018061
ENSG00000222099,RN7SKP32,ENSMICG00000021628
ENSG00000199640,RN7SKP294,ENSMICG00000024015
ENSG00000239580,RN7SL675P,ENSMICG00000036739
ENSG00000252210,Y_RNA,ENSMICG00000023917
ENSG00000212473,RNU1-101P,ENSMICG00000034725
ENSG00000183862,CNGA2,ENSMICG00000046266
ENSG00000207816,MIR124-2,ENSMICG00000031462
ENSG00000252594,RNU6-656P,ENSMICG00000041980
ENSG00000241821,RN7SL170P,ENSMICG00000033028
ENSG00000118276,B4GALT6,ENSMICG00000007307
ENSG00000206649,,ENSMICG00000025493
ENSG00000185960,SHOX,ENSMICG00000014601
ENSG00000207036,RNY3P14,ENSMICG00000044937
ENSG00000252935,RNU6-1220P,ENSMICG00000038529
ENSG00000252755,RNU6-703P,ENSMICG00000023448
ENSG00000140104,CLBA1,ENSMICG00000034003
ENSG00000202310,Y_RNA,ENSMICG00000022163
ENSG00000252558,RNU6-914P,ENSMICG00000046566
ENSG00000204116,CHIC1,ENSMICG00000026372
ENSG00000197506,SLC28A3,ENSMICG00000009916
ENSG00000222146,RNU4-37P,ENSMICG00000044827
ENSG00000207258,Y_RNA,ENSMICG00000026963
ENSG00000104415,CCN4,ENSMICG00000001051
ENSG00000153339,TRAPPC8,ENSMICG00000001789
ENSG00000107165,TYRP1,ENSMICG00000017521
ENSG00000137558,PI15,ENSMICG00000003386
ENSG00000278746,RN7SL660P,ENSMICG00000033682
ENSG00000253003,RNU6-1261P,ENSMICG00000042758
ENSG00000207004,RNU6-301P,ENSMICG00000044143
ENSG00000201376,SNORA70,ENSMICG00000026280
ENSG00000201820,Y_RNA,ENSMICG00000042699
ENSG00000165240,ATP7A,ENSMICG00000011672
ENSG00000243700,RN7SL598P,ENSMICG00000036633
ENSG00000156049,GNA14,ENSMICG00000003970
ENSG00000252837,RN7SKP99,ENSMICG00000025801
ENSG00000251895,RNU6-976P,ENSMICG00000029078
ENSG00000200312,RN7SKP255,ENSMICG00000034873
ENSG00000222276,RNU2-33P,ENSMICG00000018562
ENSG00000175894,TSPEAR,ENSMICG00000009957
ENSG00000261678,SCRT1,ENSMICG00000047717
ENSG00000147804,SLC39A4,ENSMICG00000015800
ENSG00000198785,GRIN3A,ENSMICG00000037515
ENSG00000160256,SLX9,ENSMICG00000047718
ENSG00000259431,THTPA,ENSMICG00000010142
ENSG00000155833,CYLC2,ENSMICG00000046389
ENSG00000241997,RN7SL323P,ENSMICG00000038035
ENSG00000131668,BARX1,ENSMICG00000045287
ENSG00000201512,SNORA71C,ENSMICG00000047105
ENSG00000100721,TCL1A,ENSMICG00000047515
ENSG00000154639,CXADR,ENSMICG00000010814
ENSG00000104419,NDRG1,ENSMICG00000001054
ENSG00000197969,VPS13A,ENSMICG00000003937
ENSG00000256463,SALL3,ENSMICG00000017395
ENSG00000186814,ZSCAN30,ENSMICG00000030197
ENSG00000177426,TGIF1,ENSMICG00000029611
ENSG00000176219,OR11H6,ENSMICG00000033931
ENSG00000102738,MRPS31,ENSMICG00000006449
ENSG00000238344,SNORD126,ENSMICG00000026059
ENSG00000185271,KLHL33,ENSMICG00000001522
ENSG00000102104,RS1,ENSMICG00000004198
ENSG00000171433,GLOD5,ENSMICG00000029182
ENSG00000207367,RNU6-29P,ENSMICG00000022300
ENSG00000221750,SNORA11G,ENSMICG00000021925
ENSG00000160310,PRMT2,ENSMICG00000015531
ENSG00000207291,RNU6-30P,ENSMICG00000042350
ENSG00000196440,ARMCX4,ENSMICG00000028167
ENSG00000133121,STARD13,ENSMICG00000006239
ENSG00000243817,RN7SL189P,ENSMICG00000038622
ENSG00000165794,SLC39A2,ENSMICG00000046473
ENSG00000169933,FRMPD4,ENSMICG00000014417
ENSG00000179636,TPPP2,ENSMICG00000037436
ENSG00000206948,SNORA36A,ENSMICG00000041482
ENSG00000206693,SNORA56,ENSMICG00000025233
ENSG00000203870,SMIM9,ENSMICG00000043321
ENSG00000164151,ICE1,ENSMICG00000028221
ENSG00000169327,OR5AU1,ENSMICG00000038048
ENSG00000075336,TIMM21,ENSMICG00000027988
ENSG00000199436,SNORD9,ENSMICG00000019950
ENSG00000206663,Y_RNA,ENSMICG00000047099
ENSG00000201882,,ENSMICG00000046091
ENSG00000253096,Y_RNA,ENSMICG00000046470
ENSG00000183654,MARCHF11,ENSMICG00000047304
ENSG00000185736,ADARB2,ENSMICG00000047603
ENSG00000272533,SNORA28,ENSMICG00000046757
ENSG00000171004,HS6ST2,ENSMICG00000009228
ENSG00000258986,TMEM179,ENSMICG00000029522
ENSG00000184210,DGAT2L6,ENSMICG00000014179
ENSG00000145555,MYO10,ENSMICG00000010556
ENSG00000080986,NDC80,ENSMICG00000008378
ENSG00000176244,ACBD7,ENSMICG00000034874
ENSG00000120500,ARR3,ENSMICG00000014194
ENSG00000107611,CUBN,ENSMICG00000011487
ENSG00000207172,RNU6-1162P,ENSMICG00000045020
ENSG00000151849,CPAP,ENSMICG00000010400
ENSG00000199151,MIR337,ENSMICG00000038387
ENSG00000283159,MIR665,ENSMICG00000038595
ENSG00000208001,MIR431,ENSMICG00000018644
ENSG00000207569,MIR433,ENSMICG00000019105
ENSG00000207608,MIR127,ENSMICG00000037012
ENSG00000272458,MIR432,ENSMICG00000019391
ENSG00000207942,MIR136,ENSMICG00000019423
ENSG00000275662,SNORD112,ENSMICG00000025665
ENSG00000199005,MIR370,ENSMICG00000019707
ENSG00000202191,SNORD113-1,ENSMICG00000038541
ENSG00000201700,SNORD113-3,ENSMICG00000037896
ENSG00000272474,SNORD113-5,ENSMICG00000026228
ENSG00000200215,SNORD113-6,ENSMICG00000022149
ENSG00000200632,SNORD113-7,ENSMICG00000020877
ENSG00000200367,SNORD113-8,ENSMICG00000020744
ENSG00000201950,SNORD113-9,ENSMICG00000020403
ENSG00000199575,SNORD114-1,ENSMICG00000021392
ENSG00000200823,SNORD114-2,ENSMICG00000047055
ENSG00000199390,SNORD114-7,ENSMICG00000020202
ENSG00000202270,SNORD114-12,ENSMICG00000032254
ENSG00000199914,SNORD114-16,ENSMICG00000042767
ENSG00000201569,SNORD114-17,ENSMICG00000044617
ENSG00000199942,SNORD114-19,ENSMICG00000024327
ENSG00000200413,SNORD114-26,ENSMICG00000044968
ENSG00000200480,SNORD114-28,ENSMICG00000044156
ENSG00000199109,MIR411,ENSMICG00000019560
ENSG00000207749,MIR299,ENSMICG00000018140
ENSG00000199069,MIR323A,ENSMICG00000038405
ENSG00000194717,MIR494,ENSMICG00000018655
ENSG00000072315,TRPC5,ENSMICG00000013308
ENSG00000207743,MIR495,ENSMICG00000018351
ENSG00000199020,MIR381,ENSMICG00000018060
ENSG00000207754,MIR487B,ENSMICG00000018447
ENSG00000207587,MIR544A,ENSMICG00000019235
ENSG00000207742,MIR487A,ENSMICG00000018816
ENSG00000283170,MIR382,ENSMICG00000018085
ENSG00000207993,MIR134,ENSMICG00000018616
ENSG00000276352,MIR668,ENSMICG00000018459
ENSG00000208027,MIR485,ENSMICG00000019372
ENSG00000208004,MIR323B,ENSMICG00000033765
ENSG00000207978,MIR154,ENSMICG00000019454
ENSG00000207961,MIR496,ENSMICG00000018110
ENSG00000199015,MIR377,ENSMICG00000018687
ENSG00000216179,MIR541,ENSMICG00000019481
ENSG00000199107,MIR409,ENSMICG00000019168
ENSG00000199012,MIR412,ENSMICG00000019645
ENSG00000199025,MIR369,ENSMICG00000019453
ENSG00000199092,MIR410,ENSMICG00000019478
ENSG00000207959,MIR656,ENSMICG00000027453
ENSG00000200436,Y_RNA,ENSMICG00000043245
ENSG00000243978,RTL9,ENSMICG00000033143
ENSG00000101544,ADNP2,ENSMICG00000036153
ENSG00000165309,ARMC3,ENSMICG00000012287
ENSG00000266420,RN7SL118P,ENSMICG00000036463
ENSG00000261709,,ENSMICG00000033059
ENSG00000119541,VPS4B,ENSMICG00000001589
ENSG00000238941,RNU6-953P,ENSMICG00000046281
ENSG00000284386,MIR147B,ENSMICG00000028872
ENSG00000104164,BLOC1S6,ENSMICG00000005595
ENSG00000147168,IL2RG,ENSMICG00000013995
ENSG00000100987,VSX1,ENSMICG00000002047
ENSG00000139908,TSSK4,ENSMICG00000001729
ENSG00000223142,RN7SKP252,ENSMICG00000023929
ENSG00000101935,AMMECR1,ENSMICG00000045068
ENSG00000196943,NOP9,ENSMICG00000001764
ENSG00000183918,SH2D1A,ENSMICG00000043770
ENSG00000198010,DLGAP2,ENSMICG00000016450
ENSG00000208839,SNORA35,ENSMICG00000021648
ENSG00000170236,USP50,ENSMICG00000001120
ENSG00000222321,MIR1912,ENSMICG00000024181
ENSG00000175354,PTPN2,ENSMICG00000005890
ENSG00000130589,HELZ2,ENSMICG00000027046
ENSG00000199001,MIR448,ENSMICG00000030063
ENSG00000213906,LTB4R2,ENSMICG00000042773
ENSG00000101916,TLR8,ENSMICG00000014450
ENSG00000204740,MALRD1,ENSMICG00000033039
ENSG00000136944,LMX1B,ENSMICG00000010287
ENSG00000101353,MROH8,ENSMICG00000005633
ENSG00000092439,TRPM7,ENSMICG00000010294
ENSG00000214814,FER1L6,ENSMICG00000042130
ENSG00000183580,FBXL7,ENSMICG00000010535
ENSG00000148488,ST8SIA6,ENSMICG00000046983
ENSG00000100968,NFATC4,ENSMICG00000014210
ENSG00000263761,GDF2,ENSMICG00000042279
ENSG00000255181,CCDC166,ENSMICG00000044915
ENSG00000186583,SPATC1,ENSMICG00000016013
ENSG00000047644,WWC3,ENSMICG00000002471
ENSG00000168267,PTF1A,ENSMICG00000047889
ENSG00000179698,WDR97,ENSMICG00000015624
ENSG00000087460,GNAS,ENSMICG00000008427
ENSG00000180447,GAS1,ENSMICG00000046960
ENSG00000113100,CDH9,ENSMICG00000008404
ENSG00000151023,ENKUR,ENSMICG00000011269
ENSG00000139835,GRTP1,ENSMICG00000012739
ENSG00000165443,PHYHIPL,ENSMICG00000001299
ENSG00000151388,ADAMTS12,ENSMICG00000005612
ENSG00000235173,HGH1,ENSMICG00000033791
ENSG00000265203,RBP3,ENSMICG00000042661
ENSG00000175073,VCPIP1,ENSMICG00000007034
ENSG00000102145,GATA1,ENSMICG00000032208
ENSG00000165757,JCAD,ENSMICG00000006774
ENSG00000156206,CFAP161,ENSMICG00000045169
ENSG00000107984,DKK1,ENSMICG00000012920
ENSG00000254341,SNORD87,ENSMICG00000021544
ENSG00000174417,TRHR,ENSMICG00000000934
ENSG00000207037,RNU6-339P,ENSMICG00000045302
ENSG00000200008,Y_RNA,ENSMICG00000024405
ENSG00000120533,ENY2,ENSMICG00000012948
ENSG00000134049,IER3IP1,ENSMICG00000043887
ENSG00000152932,RAB3C,ENSMICG00000002783
ENSG00000132963,POMP,ENSMICG00000032068
ENSG00000101977,MCF2,ENSMICG00000016443
ENSG00000107789,MINPP1,ENSMICG00000004585
ENSG00000176014,TUBB6,ENSMICG00000010939
ENSG00000213949,ITGA1,ENSMICG00000004683
ENSG00000182771,GRID1,ENSMICG00000013627
